Temperature (K),Hall Resistivity Antisym Smooth (uOhm-cm)
45.9593113708496,0.5253332695977007
46.0871369934082,0.5229451216885304
46.7900286865234,0.5219414986143542
46.9652137756348,0.5216722487217109
47.6214096069336,0.5195886106853991
47.8321643066406,0.5182092386669557
48.4725997924805,0.5270255372708308
48.7124925231934,0.5416298368359509
49.3517320251465,0.5493306846865218
49.6009783935547,0.5534758403775282
50.234799041748,0.5493716943519877
50.4705012512207,0.5411932230412253
51.0969284057617,0.5373680580916351
51.3524102783203,0.5329600429168915
51.9421685791016,0.5301001894274413
52.236252746582,0.5293131078102669
52.8317851257324,0.5276855942784677
53.1065110778809,0.5263814463302174
53.7220706176758,0.5283945918902906
53.9678788757324,0.5340948993023336
54.6086824035645,0.5364026252733192
54.8544409179688,0.5336862066353634
55.4826979064941,0.5301130034471946
55.7505242919922,0.5279746718088059
56.357772064209,0.5229262484123818
56.6308316040039,0.5157038371052454
57.2239358520508,0.5117360337606907
57.5299505615234,0.510557619112447
58.0922651672363,0.5105460069200505
58.4459971618652,0.50997252327421
58.961247253418,0.5071231705734935
59.3435803222656,0.5032167992828471
59.8457475280762,0.5033159204295732
60.2526510620117,0.5096496898317002
60.7080712890625,0.5143581427330366
61.1544129943848,0.5158363894883222
61.5971928405762,0.5182038013993187
62.031773223877,0.5204728483962859
62.4849301147461,0.5223382063013964
62.919084777832,0.525267271538226
63.3681144714355,0.5300288639570354
63.8161517333984,0.5358157584496284
64.251330871582,0.5390209878100154
64.7012796020508,0.5376536715365878
65.1316516113281,0.5306245924716224
65.5980285644531,0.5210534209711297
66.0674829101562,0.5168385737578318
66.4940411376953,0.518228679116973
66.9826409912109,0.5175486704839334
67.3831628417969,0.5127356687350115
67.8796603393555,0.5062192930608687
68.2764361572266,0.5002355934117291
68.7725494384766,0.49977450630489706
69.1873419189453,0.504634989359237
69.6631304931641,0.5108123561775542
70.0694451904297,0.5144077891731129
70.5539971923828,0.5137691513273106
70.9709313964844,0.5115882991648926
71.4275915527344,0.5074952413737681
71.8723208618164,0.5009708757340636
72.3000570678711,0.49574438162186274
72.8337307739258,0.49327401014391503
73.211969909668,0.4916036278006728
73.7468350219727,0.4887757502891379
74.1155575561523,0.4836727663163001
74.6641589355469,0.4812051026708768
75.0223193359375,0.4845377069173624
75.5667370605469,0.4906091228086664
75.9027151489258,0.49784742035683127
76.4574304199219,0.5017655856867833
76.7922213745117,0.5014284680248293
77.3776879882813,0.5017292178625885
77.7166296386719,0.5032091747481182
78.3093365478516,0.5005830306334502
78.6514428710937,0.4957605410194379
79.2290124511719,0.4931557728103968
79.5421276855469,0.4897933132006078
80.1473327636719,0.4844633633531088
80.4256015014648,0.48045062075595313
81.0775347900391,0.4797268964086112
81.313737487793,0.4804857922189707
81.9805709838867,0.48025977588879654
82.2124325561524,0.47797974447639735
82.8721765136719,0.4761974813630272
83.1400866699219,0.47910718280005016
83.7782666015625,0.4839577055486428
84.0475921630859,0.4883104713353652
84.6612542724609,0.4865805030093613
84.9545761108398,0.47957012613933214
85.5983255004883,0.47351938058470644
85.887639465332,0.46757860679422825
86.5425543212891,0.4644824705475652
86.7971835327148,0.464362675468287
87.476975402832,0.46478087199567675
87.7436373901367,0.4658050850157043
88.4093453979492,0.4656854684114271
88.681005859375,0.4680879905880202
89.3516656494141,0.4748475412155959
89.6049078369141,0.4812344382306586
90.3010711669922,0.4846922055578524
90.5148291015625,0.4899541828750169
91.2372836303711,0.4892261037800214
91.4231494140625,0.48097374363133216
92.1523379516602,0.4737669643912059
92.3135342407227,0.4678643821195778
93.0878283691406,0.4628798964898899
93.2163616943359,0.4577784924997239
94.0250189208984,0.45477945468363545
94.1055084228516,0.454302423995141
94.9271569824219,0.45506450484546423
95.014599609375,0.45695576310775055
95.8651528930664,0.45618662217664907
95.9450561523438,0.455722197903182
96.7728231811523,0.4606024790076937
96.8807186889648,0.4687430630106899
97.6615237426758,0.46836192739602023
97.7989041137695,0.46144232676052965
98.5759753417969,0.4578569121499796
98.730075378418,0.4557010451331003
99.5080471801758,0.45311408680347975
99.6237167358398,0.4500960371611167
99.8747741699219,0.4466468962060093
99.8886196899414,0.4427666639381589
99.9780093383789,0.4384553403575646
99.9878491210937,0.43371292546422735
