Temperature (K),Hall Resistivity Antisym (uOhm-cm),Hall Coefficient (mm^3/C),Longitudinal Resistivity Sym (uOhm-cm)
50.9789761352539,0.36893182598870833,0.40992425109856484,49.5033135150525
51.5334785461426,0.3380188350178015,0.3755764833531128,49.92994921775111
52.0298132324219,0.34428396573116105,0.38253773970129,50.30833829765355
52.4008320617676,0.3491837875265958,0.387981986140662,50.59442794542991
53.1476570129395,0.3665619517670116,0.40729105751890177,51.153236477735945
53.2387594604492,0.36109976713764913,0.4012219634862768,51.2226735775929
54.0890019226074,0.30830230764750644,0.3425581196083405,51.89424331711962
54.1919593811035,0.2967696417785881,0.32974404642065347,51.976781575731465
54.941932220459,0.35155221681639515,0.390613574240439,52.54176105963283
55.2619183349609,0.38139806208340366,0.4237756245371152,52.77510237766505
55.7891592407227,0.35806215203185365,0.39784683559094847,53.18709505412924
56.3430781555176,0.3809525893998895,0.4232806548887661,53.604906643201645
56.6286499023438,0.3809209646816184,0.4232455163129093,53.80723823505219
57.464521484375,0.2677697353704246,0.29752192818936063,54.41958813604097
57.4866506958008,0.26810080200665964,0.29788978000739963,54.43656407272975
58.3405763244629,0.3739397526197781,0.4154886140219757,55.104091757305056
58.6298524475098,0.38756411285355297,0.4306267920595033,55.33284863819743
59.1976628112793,0.3618167659791073,0.40201862886567474,55.77729654420506
59.8022380065918,0.3499584881765311,0.3888427646405901,56.21706564888437
60.0575877380371,0.34548618270043496,0.38387353633381666,56.403734942538094
60.914877166748,0.3529907558294012,0.39221195092155686,57.07872030834263
60.9531890869141,0.3515287168126138,0.3905874631251264,57.10792261953907
61.7675347900391,0.36592305319421214,0.40658117021579127,57.725611531728234
62.0921318054199,0.3797908628751032,0.42198984763900355,57.97015011230502
62.625419921875,0.36279205342163046,0.4031022815795894,58.36761384917947
63.2939712524414,0.3131062588330933,0.34789584314788147,58.87561222396438
63.4912240600586,0.3047094110726416,0.33856601230293515,59.0294161158815
64.3547100830078,0.3543148573939692,0.39368317488218796,59.70388682167024
64.430228729248,0.3559965194468897,0.39555168827432186,59.76319820235922
65.2179293823242,0.38244836027037077,0.42494262252263415,60.36759874891608
65.5438012695312,0.3796070153507112,0.4217855726119013,60.615122259080856
66.0921728515625,0.3752030424679256,0.4168922694088062,61.032483523211376
66.7079727172852,0.3321145420009568,0.3690161577788409,61.48865210030154
66.9418557739258,0.3119813510345082,0.346645945593898,61.665673962508464
67.8101812744141,0.39753955320211043,0.4417106146690116,62.342525959072645
67.8529901123047,0.3959929020150259,0.43999211335002875,62.3753731067615
68.6728329467773,0.34671304568077477,0.3852367174230831,62.9954256755813
69.0445465087891,0.3315919831312948,0.36843553681254976,63.27265781783194
69.5362783813477,0.3144744995355404,0.3494161105950449,63.63275944419455
70.2520559692383,0.30974115286251847,0.34415683651390944,64.18195175731759
70.4011837768555,0.3168333656193938,0.3520370729104375,64.29962060406044
71.2619076538086,0.317867937032839,0.35318659670315444,64.98451153935659
71.3295260620117,0.3209473864844341,0.35660820720492675,65.03629251875103
72.1278463745117,0.33376284928017164,0.3708476103113018,65.6487368079435
72.4503720092773,0.3289916060667779,0.36554622896308653,65.89391045922167
72.9854119873047,0.33492867536395465,0.3721429726266163,66.30153422723268
73.6125863647461,0.32271898521507536,0.3585766502389726,66.7971349510988
73.8371621704102,0.3097246659171806,0.3441385176857562,66.97306676804389
74.7086730957031,0.3478435021777786,0.3864927801975318,67.64654066047311
74.7647933959961,0.3453941885836751,0.3837713206485279,67.68937135125523
75.5746899414062,0.3262114209789697,0.36245713442107746,68.2954159301747
75.8984921264648,0.33429590122729813,0.3714398902525535,68.54160743196849
76.4352529907227,0.33695797832380325,0.37439775369311473,68.95122158721294
77.0178338623047,0.344263676345125,0.3825151959390278,69.39332764080204
77.3243014526367,0.3532121022904433,0.39245789143382587,69.63085547583005
78.1292849731445,0.321772975332173,0.3575255281468589,70.24072477598958
78.1943399047852,0.31902623544877073,0.35447359494307856,70.2899878207223
79.0561459350586,0.30047688452781784,0.3338632050309087,70.9542200523473
79.2977874755859,0.3135061463617248,0.34834016262413864,71.14565189134197
79.9378146362305,0.33856444489921156,0.3761827165546795,71.63810846535367
80.4385330200195,0.3292983921030359,0.36588710233670657,72.01718728871404
80.8128833007813,0.3301855183515734,0.3668727981684149,72.30817520943182
81.5568286132813,0.3141754838163604,0.3490838709070671,72.8673532529155
81.6879705810547,0.3095904026984426,0.34398933633160295,72.964282193418
82.5490817260742,0.3450535061112623,0.38339278456806924,73.60162202127623
82.7373983764648,0.33373171907391086,0.3708130211932343,73.75284627839827
83.4114575195313,0.30619841866146036,0.3402204651794004,74.30872549941084
83.8518753051758,0.29288240586809744,0.32542489540899716,74.66183793314667
84.2782913208008,0.25693350662558556,0.2854816740284284,74.99934889764577
85.023759765625,0.2924818324465108,0.3249798138294565,75.5573716232428
85.1348849487305,0.30333924370152365,0.3370436041128041,75.63819353574753
86.0093719482422,0.30312933692180666,0.33681037435756295,76.27481582332862
86.1697366333008,0.30172793536723086,0.33525326151914536,76.39684043642401
86.8894390869141,0.3174808584958839,0.352756509439871,76.96323643245235
87.2995397949219,0.34471615504083797,0.38301795004537553,77.2680922580203
87.787854309082,0.3508223873137273,0.3898026525708081,77.62350055027059
88.4027029418945,0.31480722225635516,0.3497858025070613,78.09989262689281
88.666360168457,0.29938757019676165,0.3326528557741796,78.31073193536776
89.5217248535156,0.264339326286545,0.29371036254060556,78.99038102292715
89.544875793457,0.26297822279544825,0.2921980253282758,79.00866118327866
90.4199765014648,0.30239601066670563,0.33599556740745073,79.71361690145704
90.696096496582,0.2968456762759537,0.32982852919550415,79.93036324627451
91.3134368896484,0.32924925518628356,0.3658325057625373,80.40210998787865
91.9227719116211,0.32133323552173554,0.35703692835748396,80.85201254680086
92.234660949707,0.3081176246012003,0.34235291622355585,81.07873157846657
93.0986859130859,0.29732377669585563,0.33035975188428407,81.73568623060234
93.1408828735352,0.29435947586645916,0.3270660842960657,81.76883078691347
94.025771484375,0.3133820948748429,0.3482023276387144,82.44060449284838
94.273132019043,0.29089787335832185,0.32321985928702424,82.63274897147332
94.9254830932617,0.29008717554061203,0.3223190839340134,83.13573534176993
95.4547738647461,0.34501650359246305,0.3833516706582923,83.54205967233
95.8076678466797,0.35798934394358284,0.39776593771509205,83.81581212092996
96.5936395263672,0.2639414250835115,0.29326825009279056,84.41606333546528
96.6866162109375,0.25607668496485836,0.28452964996095376,84.48577961067912
97.583298034668,0.2840251215705898,0.31558346841176643,85.17158270353954
97.8375527954102,0.3036822351581332,0.3374247057312591,85.36063154533127
98.4606802368164,0.3423710625981977,0.38041229177577524,85.82871998510694
98.9284176635742,0.3252306579031039,0.36136739767011544,86.20344664774943
99.3412673950195,0.3021129442484751,0.3356810491649723,86.57810754818568
99.7830453491211,0.2816371289488506,0.3129301432765007,87.09227764245625
99.8235992431641,0.3082381665807059,0.34248685175633986,87.18264449097703
99.9302188110352,0.3086397862752177,0.342933095861353,87.47995415029933
99.9498556518555,0.2886328649743879,0.3207031833048754,87.56332827037654
100.003724975586,0.21279076084777593,0.23643417871975103,87.97856299589031
100.00658782959,0.19452545701966084,0.21613939668851206,87.97070195040966
100.009657897949,0.21115015467197118,0.23461128296885686,87.97026127915919
100.0136328125,0.1680379062566315,0.18670878472959057,88.00831550193507
100.014128723145,0.17897924103807306,0.1988658233756367,87.99108771288282
100.015233459473,0.19735359469117952,0.21928177187908834,87.81932528729425
100.017781982422,0.28120035267603694,0.3124448363067077,87.78430766386992
100.018542175293,0.26878289193542937,0.29864765770603263,87.9564656760983
100.021025085449,0.2853192338936168,0.31702137099290756,88.0185574611678
100.023901977539,0.2925702578301017,0.3250780642556686,88.01529118703587
100.028785095215,0.3075102981774682,0.34167810908607577,88.00706165082629
100.030389709473,0.2964558852261989,0.3293954280291099,88.01010360357307
100.037376403809,0.288887995351498,0.32098666150166444,88.02036168936196
100.038121032715,0.28737388468203395,0.31930431631337103,88.01922461265892
100.045556335449,0.2835428405085363,0.31504760056504033,87.99315342178144
100.048305053711,0.26675393985090956,0.2963932665010106,87.95424143901323
100.051362304688,0.26353843540352173,0.2928204837816908,87.85014686817729
100.05162902832,0.26865998437938643,0.29851109375487384,87.8543842667246
100.053340148926,0.29147368446071287,0.32385964940079204,87.93504439344208
100.057557983398,0.24415810414000116,0.2712867823777791,87.98840830655655
100.060755004883,0.2032104249865725,0.22578936109619166,87.96937901180203
100.061064453125,0.21133493173367945,0.2348165908151994,87.96220611160108
