Temperature (K),Resistivity (mOhm-cm)
9.76733192443848,-8.901080055095e-05
9.90021739959717,-9.158978712478521e-05
10.0421104431152,-6.823564518863362e-05
10.1849132156372,-8.066474601328072e-05
10.3323390197754,-9.327247369928058e-05
10.479962387085,-0.0001019048332938472
10.6239347457886,-9.223372445732828e-05
10.769620513916,-7.539917668464451e-05
10.9220420074463,-6.472535534764117e-05
11.0727626800537,-9.047938234682068e-05
11.2205669021606,-5.802724720658267e-05
11.3744962692261,-7.733258605343282e-05
11.5182210159302,-9.058550718875256e-05
11.6671928787231,-9.051387086931764e-05
11.8060437011719,-4.932233203149747e-05
11.9478755187988,-7.081337599322531e-05
12.0964069747925,-7.453850945616066e-05
12.2396714019775,-7.507578876171478e-05
12.3825887680054,-7.500449466089778e-05
12.5207007217407,-7.127949503256325e-05
12.6663854598999,-8.005511209717039e-05
12.8173583602905,-8.732638410290759e-05
12.9693169021606,-8.779240032674365e-05
13.1194826126099,-8.360157485497432e-05
13.2664882278442,-0.00010333785215612801
13.4051889801025,-6.805607851400059e-05
13.5543563079834,-8.514163893783007e-05
13.7036362457275,-7.597198523685607e-05
13.8525326538086,-7.371539242451039e-05
14.0083753585815,-8.406744271593197e-05
14.1510535430908,-6.221780765313284e-05
14.2933369827271,-7.077857723885259e-05
14.4375660705566,-8.764928011212773e-05
14.5928703308105,-8.729068810474237e-05
14.7498722076416,-9.312917132241626e-05
14.8998858261108,-7.776285746082053e-05
15.020990486145,-5.555538113869247e-05
15.1656443786621,-7.554253424783826e-05
15.3247633361816,-7.350084248569949e-05
15.4739770507813,-6.905932192694298e-05
15.6372429275513,-7.647333911058022e-05
15.7952328872681,-8.084324348301385e-05
15.9791534042358,-6.447400972841022e-05
16.2089358520508,-6.884366668400603e-05
16.2571306610107,-7.675929224516946e-05
16.3925430297852,-5.741724087048183e-05
16.8370622253418,-7.432362644704887e-05
16.7140230560303,-4.369866314070795e-05
16.9286009216309,-7.289080468415709e-05
17.0274131011963,-7.561301693209317e-05
17.1663712310791,-3.6284222769882104e-05
17.3129859161377,-4.563296479241335e-05
17.4549271392822,-5.2295234095490734e-05
17.6031788635254,-6.18229961117003e-05
17.754737701416,-5.910076962169115e-05
17.9020735168457,-6.680177627220477e-05
18.039856262207,-5.1614669966938864e-05
18.1830416107178,-7.536243282083888e-05
18.3256443023682,-5.773970254757968e-05
18.481372756958,-4.291077209155233e-05
18.6276695251465,-4.828357430222367e-05
18.7687646484375,-5.8527735128188964e-05
18.9255110931396,-6.146501307219309e-05
19.0747046661377,-7.335684571236935e-05
19.2195849609375,-6.225302667813605e-05
19.3697980499268,-6.884365201944076e-05
19.5171312713623,-5.200883137476936e-05
19.6654931640625,-8.983343610512741e-05
19.8094937896729,-4.835532955659811e-05
19.9524703979492,-5.437230898334283e-05
20.0928221130371,-5.329775653244282e-05
20.2393030548096,-5.2939572522973246e-05
20.3817395019531,-2.6326573003202597e-05
20.5252500915527,-5.806216780223177e-05
20.6803155517578,-7.153001226740343e-05
20.8241387939453,-5.315500117384557e-05
20.9735855102539,-4.183662562150857e-05
21.1193480682373,-4.8319971882627954e-05
21.2723327636719,-5.81344050758231e-05
21.4167484283447,-6.454583847256331e-05
21.5693242645264,-5.71668163794766e-05
21.7166232299805,-6.784082080889226e-05
21.8572476959229,-4.538242868512284e-05
22.0012487030029,-3.628439476506186e-05
22.1566886138916,0.00012189111812716886
22.3072333526611,0.002311489666408522
22.4429681396484,0.014512600484769616
22.5898237609863,0.04549430400598786
22.724873046875,0.07556761104069651
22.8701145172119,0.10278151206716907
23.0213611602783,0.13495502316892158
23.173572769165,0.18119711377367376
23.3244903564453,0.23371078692108394
23.4745362854004,0.30629476473659234
23.6281376647949,0.42719107263386374
23.767053527832,0.5477972583389281
23.9091650390625,0.6491051365041735
24.0543496704102,0.772455922216773
24.1988488769531,1.0310813111150257
24.3478904724121,1.4088581956243513
24.4971150970459,1.750006366703512
24.6400988769531,2.0946983298826205
24.7850046539307,2.581686121072769
24.9243321990967,3.209609490995421
25.0659042358398,3.8230362207555704
25.2097186279297,4.479114986543642
25.3561781311035,5.0766114507007645
25.5022445678711,5.462172935786257
25.6458525085449,5.703988768787375
25.800186920166,5.836780343799594
25.9435104370117,5.938308000326171
26.0960654449463,6.02605494338036
26.2460187530518,6.105927421674735
26.3951932525635,6.182289191093437
26.5422534179688,6.257720971784579
26.688874130249,6.325699723691953
26.8353478240967,6.383629749898921
26.9882717895508,6.443816695089328
27.1358112335205,6.496116342372907
27.2821536254883,6.544245559844968
27.4326126098633,6.588739795560829
27.5741905212402,6.63172552199364
27.7167981719971,6.691959741182327
27.8584940338135,6.789766928329468
28.0090733337402,6.859209202051172
28.1557331085205,6.9047951127147655
28.3074317932129,6.953849059896485
28.4658895111084,7.0090201309776266
28.6120290374756,7.051825135831828
28.7585517120361,7.080416844406125
28.9081592559814,7.099807272291173
29.0594351196289,7.117752041873937
29.1983999633789,7.1336884953975765
29.3406907653809,7.150061361665734
29.4945365142822,7.16751767137528
29.6463046264648,7.184166921901688
29.7945093536377,7.200633878860469
29.9357417297363,7.216213891010281
30.0897772216797,7.232830129766454
30.2322187805176,7.247817216224657
30.3733679199219,7.262142866849891
30.5240872192383,7.2775681381130175
30.6838987731934,7.293508621644984
30.8309363555908,7.308163189544688
30.9743077850342,7.3221867038726876
31.1285266113281,7.33771932769775
31.2764064025879,7.352014395990359
31.4193860626221,7.36591206544875
31.5615749359131,7.379238902807235
31.7161618804932,7.394085910749422
31.8580075073242,7.407450104284297
31.9992566680908,7.420839563970577
32.1511907958984,7.435011245412828
32.310262298584,7.44975075788497
32.4662452697754,7.464234207630157
32.6205764770508,7.478554770727173
32.7727816772461,7.492778213481905
32.9098165893555,7.505262178888327
33.0474897766113,7.518207194395078
33.1863362121582,7.531407672414766
33.3351849365234,7.545128907537453
33.4763204956055,7.558684883737577
33.6118798828125,7.571649763469688
33.7652508544922,7.586409511728298
33.9088969421387,7.600219892921437
34.0529316711426,7.614283621587765
34.1916377258301,7.627440426893235
34.3259767150879,7.640561762409219
34.4730595397949,7.654369942817688
34.6166673278809,7.668335093479157
34.7673341369629,7.682447096500405
34.9232081604004,7.6969399495983275
35.0735745239258,7.710854996681219
35.2277969360352,7.725796524038328
35.3799038696289,7.740054607715595
35.5200140380859,7.753051041555392
35.6648590087891,7.766730661840453
35.8142796325684,7.780468960189813
35.9617594909668,7.793804457778938
36.0991412353516,7.806468058662408
36.2440655517578,7.819321555824283
36.3828302001953,7.832161591043485
36.528458404541,7.846056488084796
36.6761985778809,7.8604661115074075
36.8182510375977,7.874198093318938
36.9632690429687,7.888904079551687
37.1165374755859,7.905301297359469
37.268042755127,7.922255685253157
37.4093893432617,7.9377507814121095
37.5472012329102,7.953819139108671
37.694631652832,7.97229907093047
37.8378303527832,7.990988248786937
37.9806381225586,8.009087902164467
38.1302531433105,8.029259036979687
38.278376159668,8.04841835389136
38.4269505310059,8.067663444242484
38.5672663879395,8.086332700710281
38.7129486083984,8.10559731230736
38.8616458129883,8.125021666574485
39.0123495483398,8.144829157447814
39.158685760498,8.16387823505403
39.300150604248,8.182795322742468
39.4499066162109,8.202515668258657
39.5936753845215,8.221336950359344
39.7460356140137,8.240415724267953
39.8974310302734,8.259662272281656
40.017393951416,8.275497403965
40.0206762695313,8.278363225765219
40.0097305297852,8.27747376577378
40.0035060119629,8.276704577236186
39.9975581359863,8.276055460081109
39.9947727966309,8.275540247812266
39.9970036315918,8.27569427415847
39.9989253234863,8.275858732795719
40.0003108215332,8.276052030286795
40.0006663513184,8.276163841581358
40.0007215881348,8.276202769746765
40.0005813598633,8.276119254255297
40.0004859924316,8.276190250997544
40.0004530334473,8.276191337099077
40.000207824707,8.276192080221172
40.000418548584,8.276240068759908
40.0003742980957,8.276240297412874
40.0000788879395,8.27615881121636
40.0003170776367,8.276160240297328
40.0002304077148,8.276169414997094
40.000182800293,8.276155610074985
40.0002815246582,8.276085870923986
40.0001989746094,8.27615009382247
40.0001274108887,8.27619748214722
40.0000271606445,8.276190679721843
40.0000946044922,8.27622326276778
40.0002165222168,8.276231151294718
40.0001025390625,8.27617501699447
40.0001927185059,8.276186306734079
40.0000563049316,8.27615646752358
40.0000968933105,8.27626567789078
40.0000895690918,8.276282969770422
40.0001676940918,8.276204370317453
40.0001815795898,8.276223920145046
40.0000134277344,8.276223577165611
40.0004518127441,8.276234523925782
39.9999479675293,8.276280597496031
40.0001318359375,8.276315581398
40.0002597045898,8.276248528919218
40.0003315734863,8.276262619657516
40.0000032043457,8.276251930131922
40.2241403198242,8.29419990085603
41.5053164672852,8.402080479640968
42.9208871459961,8.507310427637108
44.588791809082,8.624431472511281
46.3505924987793,8.740561935625077
48.1494418334961,8.862444335289
50.1023948669434,8.99167121074675
52.0271081542969,9.116460589742672
53.8878456115723,9.238468834276205
55.5777151489258,9.347097451200485
57.4301104736328,9.46898948287011
59.2908401489258,9.586741409826267
61.1182160949707,9.70601576531411
63.0919007873535,9.829883044109344
65.0714373779297,9.958715807619107
67.3184143066406,10.103231820087437
69.3987036132813,10.232774665346142
71.3679858398438,10.359577876653672
73.5402081298828,10.501807159509672
75.7033108520508,10.640086662654875
77.7165231323242,10.769827378463752
79.6316952514648,10.889649957990642
81.6415585327148,11.022456881332404
83.9024722290039,11.167670485382093
86.457389831543,11.336604461145392
89.0904037475586,11.508160486078266
91.9414373779297,11.701410960388186
94.8909027099609,11.899502675113688
97.8961602783203,12.097682649879468
100.877635192871,12.306650242366782
103.874449768066,12.510571464157092
106.775703125,12.71295659540175
109.636461486816,12.915115017242437
112.236704406738,13.101085838871002
114.943048400879,13.297414582157126
117.323601379395,13.468361761436467
120.191239318848,13.684927262935625
123.016803894043,13.890404868221284
125.989739685059,14.115053022995001
129.144983520508,14.35120516519547
132.601129150391,14.62909487451553
135.586243286133,14.856666185817717
138.004350585937,15.043725109691625
140.30760559082,15.225237198715217
142.721455078125,15.423768613071438
145.028084716797,15.606246532173154
147.095811767578,15.77628098602294
149.274630737305,15.95206326066972
151.310404052734,16.124493597335814
153.164257202148,16.275021038875593
155.01573059082,16.42762150526047
157.143939208984,16.612313013610844
159.368686523438,16.80088653465272
161.581400756836,16.990174539012905
163.648871459961,17.165270626144405
165.674025878906,17.342458601989748
167.569354248047,17.50315875629425
169.634975585938,17.687228614425656
171.788306884766,17.879129264602657
173.875015869141,18.06244856941222
175.926987304687,18.247833639335624
177.654779052734,18.39934846149444
179.578129272461,18.575763876171123
181.846842041016,18.778197767658252
184.095518188477,18.974699429740905
186.113540039063,19.156803901405343
188.22317565918,19.351825378589627
190.317052001953,19.547166912746437
192.315588989258,19.733107552185064
194.320059204102,19.922570418891908
196.530462036133,20.13175094444275
198.637265625,20.333865179100034
200.629807739258,20.522137621364596
202.642663574219,20.714823465785972
204.679254760742,20.911447800178536
206.802286376953,21.11793942415237
208.92626159668,21.32619470552444
211.156614990234,21.54567770439147
213.213552246094,21.74545196187972
215.147560424805,21.939972689094535
217.172716064453,22.13911860826494
219.097922363281,22.330825875206003
221.091241455078,22.536252090740216
222.969836425781,22.72444633369447
224.935520629883,22.932661772289283
227.036383056641,23.14560140956878
229.220649414063,23.37192187488556
231.29323059082,23.581370038719186
233.239392089844,23.785262278747563
235.199666137695,23.986119550952903
237.182947998047,24.19696689937591
239.16764831543,24.402644233016964
241.213762207031,24.615437703895562
243.445568847656,24.853160977706906
245.555078735352,25.07957919216156
247.676090698242,25.30429874382019
249.996905517578,25.549798733253468
252.115645751953,25.776379176979063
254.167155151367,25.9988080833435
256.209861450195,26.215194835395813
258.359810791016,26.446972446441656
260.424696044922,26.668364525985716
262.49212890625,26.895499224472065
264.563287353516,27.12647815074922
266.59326171875,27.349664813003532
268.668778076172,27.577918196067813
270.624506835938,27.793327228088373
272.660263671875,28.0211609186554
274.705087890625,28.24628530036925
276.680913085938,28.465877423858657
278.472474365234,28.666673588562
280.389124755859,28.88495884609222
282.426501464844,29.112169686012283
284.433813476562,29.339773809013373
286.514211425781,29.579444177055347
288.666789550781,29.826674154739376
290.769625244141,30.06626483722687
292.807008056641,30.305570389480618
294.774052734375,30.52696841400156
296.794359130859,30.765646542549067
298.935660400391,31.01100693935406
299.944127197266,31.208292938232493
300.098582763672,31.300208567619364
300.159705810547,31.34363342205062
